1,1,792.83 ,-10.45 ,0,0,0,0,25,0
2,1,121.67 ,-21.14 ,0,0,0,0,25,0
3,1,-30.00 ,-25.66 ,0,0,0,0,2,1
4,1,241.50 ,-288.34 ,0,1,0,1,25,0
5,1,1629.67 ,-23.66 ,0,0,0,1,25,0
6,1,182.00 ,-115.86 ,0,1,0,1,25,0
7,1,196.33 ,221.29 ,0,1,0,1,23,0
8,1,539.50 ,81.16 ,0,1,0,0,25,0
9,1,1037.17 ,8.34 ,0,1,0,1,25,0
10,2,289.00 ,-131.78 ,0,0,0,1,25,0
11,1,1541.80 ,-136.39 ,0,1,0,0,12,1
12,1,90.00 ,-27.69 ,0,1,0,0,2,1
13,1,407.50 ,112.79 ,0,1,0,1,25,0
14,1,157.83 ,45.26 ,1,1,0,0,25,0
15,2,-307.17 ,-356.35 ,0,0,0,1,25,0
16,1,1163.50 ,94.63 ,0,1,0,1,25,0
17,1,1642.33 ,55.14 ,0,1,0,1,25,0
18,1,644.17 ,-73.36 ,0,0,1,1,25,0
19,2,-95.00 ,9.48 ,0,0,0,0,25,0
20,1,1058.73 ,-10.60 ,0,0,0,0,10,1
21,1,1053.50 ,180.92 ,1,1,0,0,25,0
22,1,597.50 ,9.90 ,0,0,0,1,25,0
23,1,2747.83 ,-42.41 ,0,0,0,1,23,0
24,1,36.50 ,-81.63 ,0,1,2,0,25,0
25,1,-77.17 ,-60.14 ,0,0,0,0,13,1
26,1,2125.17 ,162.81 ,0,0,0,0,8,1
27,1,-113.50 ,-59.96 ,0,0,0,0,12,1
28,1,19.00 ,-101.87 ,0,0,0,0,13,1
29,1,260.33 ,43.01 ,0,0,0,0,19,1
30,1,-49.83 ,66.20 ,0,0,0,0,14,1
31,1,-95.33 ,-60.00 ,0,0,0,0,13,1
32,1,3463.00 ,-61.57 ,0,0,0,0,2,1
33,1,545.33 ,-43.32 ,0,1,0,1,25,0
34,1,379.50 ,193.55 ,0,0,0,1,21,0
35,1,581.00 ,24.36 ,0,1,0,1,25,0
36,1,74.33 ,-96.34 ,0,1,0,1,25,0
37,1,-50.00 ,-223.84 ,0,0,0,0,13,1
38,1,1292.83 ,-75.33 ,0,1,0,1,25,0
39,2,581.33 ,88.85 ,0,0,0,1,25,0
40,1,2780.00 ,-179.34 ,0,1,0,0,3,1
41,1,101.17 ,-14.58 ,0,1,0,0,25,0
42,1,3200.80 ,-292.20 ,0,1,0,0,5,1
43,1,1233.83 ,31.68 ,0,1,0,1,25,0
44,1,-154.50 ,-55.08 ,0,0,0,0,16,1
45,1,14.17 ,228.98 ,0,1,0,1,25,0
46,1,-179.33 ,-59.89 ,0,0,0,0,10,1
47,1,515.17 ,55.89 ,0,1,0,1,25,0
48,1,124.67 ,-101.62 ,0,1,1,0,25,0
49,1,-101.33 ,-59.82 ,0,0,0,0,13,1
50,1,-167.83 ,-55.08 ,0,0,0,0,18,1
51,1,96.17 ,-56.35 ,0,0,0,0,13,1
52,2,249.83 ,5.31 ,0,1,0,1,25,0
53,1,441.17 ,-24.31 ,0,1,0,0,14,1
54,1,598.00 ,212.52 ,0,0,0,1,25,0
55,1,-50.00 ,-59.92 ,0,0,0,0,12,1
56,1,77.47 ,-48.80 ,0,0,0,0,13,1
57,1,321.38 ,-36.69 ,0,1,0,0,13,1
58,1,1046.67 ,-51.54 ,0,0,0,1,25,0
59,2,347.17 ,-974.94 ,0,0,0,0,25,0
60,1,-165.17 ,-59.95 ,0,0,0,0,13,1
61,1,595.33 ,-59.98 ,0,0,0,0,11,1
62,1,-162.17 ,-59.90 ,0,0,0,0,13,1
63,1,271.33 ,-97.88 ,0,1,0,1,24,0
64,1,-376.83 ,-50.75 ,0,0,0,0,13,1
65,1,-48.83 ,-300.00 ,0,0,0,0,18,1
66,1,-9.17 ,-58.99 ,0,0,0,0,13,1
67,1,-284.17 ,-36.69 ,0,0,0,0,11,1
68,2,2863.33 ,270.87 ,0,0,0,0,25,0
69,1,-139.67 ,-60.00 ,0,0,0,0,12,1
70,1,97.67 ,39.13 ,0,1,0,0,25,0
71,1,218.67 ,6.06 ,1,0,0,0,25,0
72,1,1422.00 ,43.69 ,0,1,0,1,25,0
73,1,-295.67 ,-59.78 ,0,0,0,0,13,1
74,1,-211.33 ,-59.96 ,0,0,0,0,13,1
75,1,-154.83 ,-60.00 ,0,0,0,0,13,1
76,1,1822.50 ,-59.79 ,0,0,0,0,12,1
77,1,764.50 ,-115.30 ,0,0,0,1,25,0
78,1,-200.00 ,143.00 ,0,0,0,0,18,1
79,1,-42.17 ,-232.18 ,0,0,0,0,11,1
80,1,-182.50 ,-59.85 ,0,0,0,0,13,1
81,1,-200.00 ,-60.00 ,0,0,0,0,11,1
82,1,-17.17 ,-59.69 ,0,0,0,0,13,1
83,1,-199.50 ,-55.27 ,0,0,0,0,12,1
84,1,-172.17 ,-60.00 ,1,0,0,0,13,1
85,1,-162.17 ,-22.70 ,0,0,0,0,13,1
86,1,850.00 ,-60.00 ,0,0,0,0,2,1
87,1,-53.50 ,-57.36 ,0,0,0,0,13,1
88,1,-118.83 ,-59.33 ,0,0,0,0,13,1
89,1,60.05 ,-59.53 ,0,0,0,0,13,1
90,1,-86.38 ,-57.09 ,0,0,0,0,13,1
91,1,229.33 ,176.92 ,0,0,0,1,25,0
92,1,365.50 ,554.13 ,0,0,0,1,25,0
93,1,-10.00 ,-52.90 ,0,0,0,0,13,1
94,1,-200.00 ,-60.00 ,0,0,0,0,1,1
95,1,140.00 ,-60.00 ,0,0,0,0,7,1
96,1,-137.33 ,-59.77 ,0,0,0,0,13,1
97,1,-195.83 ,-59.94 ,0,0,0,0,13,1
98,1,391.00 ,-290.31 ,0,0,0,0,10,1
99,1,-350.17 ,-59.16 ,0,0,0,0,13,1
100,1,3809.00 ,-59.95 ,0,0,0,0,8,1
101,1,-136.17 ,-35.77 ,0,1,0,0,14,1
102,1,1012.00 ,106.29 ,0,0,0,0,13,1
103,1,1030.00 ,-270.47 ,0,0,0,0,6,1
104,1,337.67 ,-56.00 ,0,0,0,0,13,1
105,1,2312.00 ,-160.43 ,0,0,0,0,3,1
106,1,-221.50 ,-60.00 ,0,0,0,0,13,1
107,1,-341.67 ,-58.35 ,0,0,0,0,13,1
108,1,-293.83 ,-59.84 ,0,0,0,0,13,1
109,1,-50.00 ,-257.71 ,0,1,0,0,17,1
110,1,-192.17 ,73.88 ,0,0,0,0,13,1
111,1,1021.50 ,-260.87 ,0,0,0,1,24,0
112,1,1286.67 ,-26.28 ,0,0,0,1,25,0
113,1,1291.43 ,-44.08 ,0,0,0,0,12,1
114,1,-38.83 ,-123.52 ,0,0,0,0,13,1
115,2,-30.00 ,401.00 ,0,0,0,0,2,1
116,1,-93.00 ,-8.02 ,0,1,0,0,25,0
117,1,-199.67 ,-59.94 ,0,0,0,0,10,1
118,1,501.67 ,-32.89 ,0,1,0,1,16,1
119,1,89.00 ,-136.25 ,0,1,0,1,25,0
120,1,1053.83 ,67.92 ,0,1,0,1,25,0
121,1,265.17 ,-6.64 ,0,0,0,1,25,0
122,1,-199.50 ,-59.89 ,0,0,0,1,13,1
123,1,-200.00 ,96.00 ,0,0,0,0,7,1
124,1,-199.33 ,-58.81 ,0,0,0,1,12,1
125,1,-260.00 ,-91.34 ,0,0,0,1,20,1
126,1,-10.00 ,-299.20 ,0,0,0,0,3,1
127,1,43.33 ,-59.05 ,0,0,0,0,13,1
128,1,-13.48 ,19.77 ,0,1,0,0,14,1
129,1,-90.00 ,-26.45 ,0,1,0,0,22,1
130,2,-306.00 ,-532.19 ,0,1,0,0,24,1
131,1,-190.50 ,-60.00 ,0,0,0,0,13,1
132,1,321.17 ,91.24 ,1,1,0,0,25,0
133,1,245.50 ,-5.02 ,1,1,0,0,25,0
134,1,141.67 ,-52.22 ,0,1,0,0,25,0
135,1,-162.83 ,-59.27 ,0,0,0,0,13,1
136,1,-134.67 ,-60.00 ,0,0,0,0,17,1
137,1,-234.17 ,-59.94 ,0,0,0,0,14,1
138,1,1875.33 ,-20.07 ,0,0,0,0,8,1
139,1,809.17 ,441.82 ,0,0,0,0,25,0
140,1,-380.00 ,-1509.00 ,0,0,0,0,13,1
141,1,-182.72 ,-59.96 ,0,0,0,0,12,1
142,1,179.50 ,-60.00 ,0,0,0,0,13,1
143,1,-320.00 ,-60.00 ,0,0,0,0,2,1
144,1,-181.33 ,-59.72 ,0,0,0,0,12,1
145,1,205.95 ,-54.26 ,0,0,0,0,13,1
146,1,-35.00 ,-104.26 ,0,0,0,0,13,1
147,1,-178.67 ,-59.08 ,0,0,0,0,13,1
148,1,724.67 ,54.91 ,0,1,0,1,25,0
149,1,42.33 ,-31.46 ,0,1,0,1,25,0
150,1,-195.17 ,-59.77 ,0,0,0,0,9,1
151,1,2763.83 ,-26.86 ,0,0,0,0,11,1
152,1,349.83 ,-210.04 ,0,1,0,1,25,0
153,1,224.33 ,-33.66 ,0,1,0,1,25,0
154,1,-303.17 ,-51.86 ,0,0,0,0,13,1
155,1,186.33 ,151.10 ,0,1,0,1,25,0
156,1,-50.00 ,-1248.00 ,0,0,0,0,12,1
157,1,-44.35 ,-52.95 ,0,0,0,0,13,1
158,1,-372.17 ,-45.34 ,0,0,0,0,13,1
159,1,-138.50 ,-39.70 ,0,0,0,0,13,1
160,1,628.33 ,-145.71 ,0,1,0,0,25,0
161,1,-99.00 ,-255.73 ,0,1,0,1,25,0
162,1,3245.00 ,-33.08 ,0,1,0,0,10,1
163,1,2375.60 ,-78.00 ,0,1,0,0,12,1
164,2,1140.83 ,139.33 ,0,1,0,0,25,0
165,1,-20.17 ,-61.76 ,0,0,0,1,25,0
166,1,5.67 ,-59.90 ,0,0,0,0,13,1
167,1,-200.00 ,-235.00 ,0,0,1,0,9,1
168,1,-19.50 ,-255.33 ,0,1,0,1,12,1
169,1,659.40 ,-19.33 ,0,1,0,0,14,1
170,2,-414.17 ,-531.21 ,0,1,0,0,15,1
171,1,427.00 ,-89.91 ,0,0,0,0,8,1
172,1,-50.00 ,-176.78 ,0,0,0,0,13,1
173,1,913.00 ,173.41 ,0,1,0,1,25,0
174,3,-272.50 ,-629.20 ,0,1,0,1,25,0
175,1,-370.00 ,-60.00 ,0,0,0,0,6,1
176,2,-198.50 ,116.99 ,0,1,0,0,16,1
177,1,4249.67 ,-59.61 ,0,0,0,0,9,1
178,1,-169.83 ,-59.97 ,0,0,0,0,10,1
179,1,-80.00 ,-60.00 ,0,0,0,0,3,1
180,1,-123.12 ,-75.37 ,0,0,0,0,13,1
181,1,-61.73 ,-143.22 ,0,0,0,0,13,1
182,1,1183.00 ,713.04 ,0,0,0,0,24,0
183,1,3579.00 ,-12.94 ,0,0,0,0,2,1
184,1,-10.00 ,69.69 ,0,0,0,0,3,1
185,1,608.83 ,65.62 ,0,0,0,0,25,0
186,1,-4.72 ,-40.93 ,0,0,0,0,13,1
187,1,-89.67 ,-177.58 ,0,1,0,0,24,0
188,1,799.83 ,146.82 ,0,0,0,0,16,1
189,1,-181.00 ,-59.13 ,0,0,0,0,13,1
190,1,649.78 ,-57.40 ,0,0,0,0,13,1
191,1,72.50 ,10.51 ,0,1,0,0,25,0
192,2,979.67 ,196.16 ,0,1,0,1,25,0
193,1,-37.50 ,-59.99 ,0,0,0,0,13,1
194,1,-320.00 ,-60.00 ,0,0,2,0,1,1
195,1,-50.00 ,489.00 ,0,0,0,0,14,1
196,1,-38.00 ,-201.42 ,0,0,0,0,12,1
197,1,-136.63 ,-59.95 ,0,0,0,0,13,1
198,1,-17.17 ,-270.45 ,0,0,0,0,13,1
199,1,-193.67 ,-60.00 ,0,0,0,0,13,1
200,1,-172.33 ,-51.04 ,0,0,0,0,14,1
201,1,-130.67 ,-59.92 ,0,0,0,0,13,1
202,2,389.67 ,360.47 ,0,1,0,0,25,0
203,1,146.50 ,-111.02 ,0,1,0,0,25,0
204,1,161.22 ,-299.21 ,0,0,0,0,13,1
205,1,276.83 ,-59.44 ,0,0,0,0,13,1
206,1,-183.50 ,-58.34 ,0,0,0,0,12,1
207,1,-194.50 ,-59.91 ,0,0,0,0,9,1
208,1,374.17 ,-49.55 ,1,0,0,0,13,1
209,1,1146.83 ,153.48 ,0,0,0,0,9,1
210,1,-50.00 ,1840.00 ,0,0,0,0,7,1
211,1,-380.00 ,-59.67 ,0,0,0,0,12,1
212,1,-164.50 ,-50.92 ,0,0,0,0,13,1
213,1,-110.33 ,-59.67 ,0,1,0,0,14,1
214,1,40.60 ,-57.92 ,0,0,0,0,14,1
215,1,-51.35 ,-59.72 ,0,0,0,0,13,1
216,1,-53.17 ,94.84 ,0,0,0,0,13,1
217,1,-76.17 ,-59.78 ,0,0,0,0,13,1
218,1,-146.50 ,-59.41 ,0,0,0,0,13,1
219,1,-109.33 ,2.12 ,0,0,0,0,13,1
220,1,-110.00 ,-57.22 ,0,0,0,0,4,1
221,1,-140.00 ,-60.00 ,0,0,2,0,1,1
222,1,-200.00 ,-1433.00 ,0,0,0,0,9,1
223,1,98.35 ,-59.99 ,0,0,0,0,13,1
224,1,-15.50 ,-78.00 ,0,0,0,0,13,1
225,1,-331.83 ,-59.90 ,0,0,0,0,13,1
226,1,566.83 ,-21.54 ,0,0,0,0,13,1
227,1,218.83 ,-59.36 ,0,0,0,0,8,1
228,1,-46.33 ,-122.26 ,0,0,0,0,13,1
229,1,197.80 ,-38.58 ,0,0,0,1,13,1
230,1,652.50 ,-79.63 ,0,0,0,1,25,0
231,1,-50.00 ,-280.00 ,0,0,0,0,2,1
